;datetime;id;status;activity;merit;post
919;2018-06-25 13:14:07;audaciousbeing;Hero Member;742;551;"Quote from: tee-rex on June 23, 2018, 05:36:44 PM
Well, actually not so much doom and gloom but rather a ""scientific"" theory for a constructive and meaningful discussion. I don't claim that the proposed theory is necessarily true but with prices going lower and lower it looks like speculation is gradually subsiding and this is what makes ground for this theory. The current decline and depreciation of cryptocurrencies doesn't look like a short-term trend, which will be over in a couple of months. This is the doom and gloom part. The scientific part is that it is a natural course of events given that we are close to what can be called informational saturation. In simple language, everyone already knows about crypto in general and bitcoin specifically. If they wanted to invest in crypto, they already did so. If they didn't, they wouldn't, as simple as it gets. So what does it mean for us all? Essentially, that there is little hope for bitcoin to make new all-time highs any time soon or even just local highs beyond minor rebounds. Over the long term, we will be moving closer to the use value of bitcoin and other coins (if there's any in them in the first place), with the price closer to what it would be if there were no speculation at all.

Please prove me wrong but don't call me vile names at that.

This theory is really good and worth considering and to a large extent, its proven to be true and if everyone but its not as straight forward as it sounds because when it comes to human behavior, their attitude cannot be accurate predicted in the form of + or -.

Quote from: tee-rex on June 23, 2018, 05:36:44 PM
In simple language, everyone already knows about crypto in general and bitcoin specifically. If they wanted to invest in crypto, they already did so. If they didn't, they wouldn't, as simple as it gets.

This is an exaggerated conclusion because its not possible for everybody to know about bitcoin as you might be concluding based on your environment and the people that surrounds you. Over here, I know of educated people that have not heard about bitcoin and if you mention what is being done with blockchain and its potentials, it sound as if you are living in another world. Also, not everybody who wanted to invest had done so. A lot of people are still held back for several reasons. those who are risk averse, those who are scared of the legal ramifications and those who are holding back because of religious connotations and until their believes or fears have been voided, they still remain on the other sides."
920;2018-06-25 13:17:27;Hirikama29;Jr. Member;98;0;Have you ever read the documentation about dom? DOMs are used to access HTML and XML documents, which are structured as a data structure tree, and are typically model independent of the operating system.
921;2018-06-25 13:20:18;stompix;Hero Member;812;670;"Quote from: tee-rex on June 23, 2018, 05:36:44 PM
In simple language, everyone already knows about crypto in general and bitcoin specifically. If they wanted to invest in crypto, they already did so. If they didn't, they wouldn't, as simple as it gets.

I highly doubt this.
Hearing the news and reading a 3 lines article about bitcoin on the phone can hardly mean knowing about bitcoin, and not all the population has done even that. I'll put the number of people that have actually bothered to research bitcoin and crypto for at least 5 minutes just a bit above 2-5% percent and that only in the western world.
If we talk about 3rd world countries probably we should start with 0... %.

What we have experienced was a quick boom and everybody talked about how much $ you can make which was a turn-off for a lot of people who were afraid of a scam, a ponzi scheme and so on.
Once we stop talking all day about prices and ""investments"" and more about the utility of the coin you will see a lot more usage and a lot more money entering the crypto world."
922;2018-06-25 14:03:27;Lamisa asfiya;Member;249;10;I  believe there are still many  people who don't clearly understand about bitcoin and its purpose, but would be able to invest in bitcoin. If the prices constantly moved favourably.So there is nothing to worry about it if will just pull out some of his bitcoin to invest another form of investment.
923;2018-06-25 14:54:18;jseverson;Hero Member;714;625;"Quote from: stompix on June 25, 2018, 01:20:18 PM
Once we stop talking all day about prices and ""investments"" and more about the utility of the coin you will see a lot more usage and a lot more money entering the crypto world.

I completely agree that we should be selling Bitcoin's utility rather than its potential to help people make quick bucks. It has always been about that after all.

The problem I see right now though, is that Bitcoin's strengths are too niche to be able to attract a sizable part of the population. The average joe likely wouldn't care much about decentralization. Anonymity is cool, but in hindsight, it seems most people only really desire it if they have something to hide. Online payments can also be done with credit cards and debit cards, and they're mostly instant (and free) as far as customers are concerned. Efficient cross-border transfers is arguably its best feature at the moment, and while it's absolutely top-notch, few people require it enough to actually buy into the ecosystem.

I feel like crypto has barely scratched the surface as far as its potential goes. It'll probably be a while until utility can drive significant adoption by itself. I hope I'm proven wrong though lol."
924;2018-06-25 15:20:37;freedomno1;Legendary;1526;1023;"Patience is needed you need to forgive and move on, from a gloom and doom view I predict a reality where people continue to remain bearish.
Others will see that not just Bitcoin most alts have collapsed and see an all around opportunity to finish up setting their positions for the next rally.
Let's have fun watching where it goes."
925;2018-06-25 15:42:53;bdbabiak77;Newbie;19;0;"Quote from: tee-rex on June 24, 2018, 07:30:38 AM
Quote from: bdbabiak77 on June 23, 2018, 06:09:08 PM
Your statements are obvious. Like any market it's settling down. Obviously 20K was the peak, and irrationally speculative. The only question is what is it's true value? How low? $1? $0.01?

Yeah, right now the reasons stated may look obvious and they will likely be even more obvious when bitcoin hits lower thousands, but I remember people here being as obviously in denial when they claimed that bitcoin cannot drop a few times after it reached 20k in December. The forum consensus had it that with higher prices there will be less volatility. But as you said, it was only irrational speculation bundled with delusion and infantilism.

Quote from: bdbabiak77 on June 23, 2018, 06:09:08 PM
Anyone who disagreed that we passed the peak would be delusional and infantile - but there are a lot of those still around here

With that agreed, I can't but still point out the possibility of the long-term, ""organic"" growth of a few cryptocurrencies (though not necessarily bitcoin) due to expansion in real use. After all, the advantages that decentralized coins offer are not going away, and if more people actually use these coins for purposes other than ""irrational speculation"", it pretty much means real, solid growth.

I'm actually pretty happy with all this. I was there from the get-go (old man). It's getting back to the roots, the technology, in short, it's becoming fun again!"
926;2018-06-25 15:50:42;tee-rex;Hero Member;700;518;"Quote from: boyshx on June 25, 2018, 12:41:32 PM
But your theory doesn’t consider the major part of the crypto currency and that’s the whale investors. Why do you think that if the saturation level for information has already been reached and why you think that people won’t invest into it? Most of the time whales could be the reason who is manipulating the rates for bitcoin (in theory) and thus it doesn’t matter if the new investors are coming along the way or not! Have you considered whether this could be just another dump because of panickness and new investors really want to come in but due to such volatility they are not able to make up the mind.

Honestly, I don't think that the whale investors make up the major part of the cryptoverse. There are big holders, no doubt about that, but they are not investors. Anyway, everyone speaks about these investors but why are the prices falling down then? These people are not fools, they are going to be the fuel for market growth, speculative growth. Whoever had been investing in crypto before was doing that for profit. But speculation can't go on forever, right now it is steadily subsiding, along with prices. In my opinion, we are now entering a new stage, where real use will prevail over speculation. Obviously, prices won't be like they were in late 2017, but they will be real, even though that could mean 500-50-5 dollars per bitcoin (with most alts losing any value)."
927;2018-06-27 08:30:38;tee-rex;Hero Member;700;518;"Quote from: audaciousbeing on June 25, 2018, 01:14:07 PM
Quote from: tee-rex on June 23, 2018, 05:36:44 PM
Well, actually not so much doom and gloom but rather a ""scientific"" theory for a constructive and meaningful discussion. I don't claim that the proposed theory is necessarily true but with prices going lower and lower it looks like speculation is gradually subsiding and this is what makes ground for this theory. The current decline and depreciation of cryptocurrencies doesn't look like a short-term trend, which will be over in a couple of months. This is the doom and gloom part. The scientific part is that it is a natural course of events given that we are close to what can be called informational saturation. In simple language, everyone already knows about crypto in general and bitcoin specifically. If they wanted to invest in crypto, they already did so. If they didn't, they wouldn't, as simple as it gets. So what does it mean for us all? Essentially, that there is little hope for bitcoin to make new all-time highs any time soon or even just local highs beyond minor rebounds. Over the long term, we will be moving closer to the use value of bitcoin and other coins (if there's any in them in the first place), with the price closer to what it would be if there were no speculation at all.

Please prove me wrong but don't call me vile names at that.

This theory is really good and worth considering and to a large extent, its proven to be true and if everyone but its not as straight forward as it sounds because when it comes to human behavior, their attitude cannot be accurate predicted in the form of + or -.

This is true in respect to a single individual or a small group of individuals with varying personal traits and characters. But if we take large communities (and cryptocommunity is no exception here, alas), it is all as straightforward as it sounds, and people become very predictable as a whole. There is even a separate science behind this phenomenon which studies human behavior en masse, so to speak.

Quote from: audaciousbeing on June 25, 2018, 01:14:07 PM
Quote from: tee-rex on June 23, 2018, 05:36:44 PM
In simple language, everyone already knows about crypto in general and bitcoin specifically. If they wanted to invest in crypto, they already did so. If they didn't, they wouldn't, as simple as it gets.

This is an exaggerated conclusion because its not possible for everybody to know about bitcoin as you might be concluding based on your environment and the people that surrounds you. Over here, I know of educated people that have not heard about bitcoin and if you mention what is being done with blockchain and its potentials, it sound as if you are living in another world. Also, not everybody who wanted to invest had done so. A lot of people are still held back for several reasons. those who are risk averse, those who are scared of the legal ramifications and those who are holding back because of religious connotations and until their believes or fears have been voided, they still remain on the other sides.

Yes, it is an exaggeration. You could even call it a hyperbole but I think you get the point I'm trying to get across. There is not plenty of really fresh money in the market, for whatever reason. And given the current state of the market, this is not going to change in the coming months."
928;2018-07-01 12:15:09;Raufjoze;Jr. Member;307;1;I think People have heard of bitcoin, but the risk of saving money is very risky and not quite feasible. Seeing the decline is not a lot of good risk to take for many people. I think the whole world does not know about crypto
929;2018-07-01 12:29:49;sindikat;Full Member;336;106;"Quote from: tee-rex on June 23, 2018, 05:36:44 PM
Well, actually not so much doom and gloom but rather a ""scientific"" theory for a constructive and meaningful discussion. I don't claim that the proposed theory is necessarily true but with prices going lower and lower it looks like speculation is gradually subsiding and this is what makes ground for this theory. The current decline and depreciation of cryptocurrencies doesn't look like a short-term trend, which will be over in a couple of months. This is the doom and gloom part. The scientific part is that it is a natural course of events given that we are close to what can be called informational saturation. In simple language, everyone already knows about crypto in general and bitcoin specifically. If they wanted to invest in crypto, they already did so. If they didn't, they wouldn't, as simple as it gets. So what does it mean for us all? Essentially, that there is little hope for bitcoin to make new all-time highs any time soon or even just local highs beyond minor rebounds. Over the long term, we will be moving closer to the use value of bitcoin and other coins (if there's any in them in the first place), with the price closer to what it would be if there were no speculation at all.

Please prove me wrong but don't call me vile names at that.
There are many people in the world who do not pay taxes at all or underpaid. How do they keep their savings? All accounts are controlled by banks and governments. They can freeze the account at any time. Have access to your money from any country in the world and the ability to exchange bitcoins for any currency. Do you think these reasons are not enough to always be willing to buy cryptocurrencies?"
930;2018-07-05 19:42:27;tee-rex;Hero Member;700;518;"Quote from: sindikat on July 01, 2018, 12:29:49 PM
Quote from: tee-rex on June 23, 2018, 05:36:44 PM
Well, actually not so much doom and gloom but rather a ""scientific"" theory for a constructive and meaningful discussion. I don't claim that the proposed theory is necessarily true but with prices going lower and lower it looks like speculation is gradually subsiding and this is what makes ground for this theory. The current decline and depreciation of cryptocurrencies doesn't look like a short-term trend, which will be over in a couple of months. This is the doom and gloom part. The scientific part is that it is a natural course of events given that we are close to what can be called informational saturation. In simple language, everyone already knows about crypto in general and bitcoin specifically. If they wanted to invest in crypto, they already did so. If they didn't, they wouldn't, as simple as it gets. So what does it mean for us all? Essentially, that there is little hope for bitcoin to make new all-time highs any time soon or even just local highs beyond minor rebounds. Over the long term, we will be moving closer to the use value of bitcoin and other coins (if there's any in them in the first place), with the price closer to what it would be if there were no speculation at all.

Please prove me wrong but don't call me vile names at that.
There are many people in the world who do not pay taxes at all or underpaid. How do they keep their savings? All accounts are controlled by banks and governments. They can freeze the account at any time. Have access to your money from any country in the world and the ability to exchange bitcoins for any currency. Do you think these reasons are not enough to always be willing to buy cryptocurrencies?

Frankly, I don't quite understand your point here. More specifically, I don't disagree that the governments are controlling the lives of the law-abiding community by various means including money. So far so good. But I can't grasp why ""these reasons are enough to always be willing to buy cryptocurrencies"". What does buying cryptocurrency give you if you still have to sell it later for the same dollars as you bought it with to get out of it any use that wouldn't be speculation? Other than that, the underpaid people usually don't have money to save as they live paycheck-to-paycheck. And as they are underpaid, it is more like half-paycheck."
931;2018-07-05 22:21:08;Qpeeps;Jr. Member;51;0;"Quote from: tee-rex on June 23, 2018, 05:36:44 PM
Well, actually not so much doom and gloom but rather a ""scientific"" theory for a constructive and meaningful discussion. I don't claim that the proposed theory is necessarily true but with prices going lower and lower it looks like speculation is gradually subsiding and this is what makes ground for this theory. The current decline and depreciation of cryptocurrencies doesn't look like a short-term trend, which will be over in a couple of months. This is the doom and gloom part. The scientific part is that it is a natural course of events given that we are close to what can be called informational saturation. In simple language, everyone already knows about crypto in general and bitcoin specifically. If they wanted to invest in crypto, they already did so. If they didn't, they wouldn't, as simple as it gets. So what does it mean for us all? Essentially, that there is little hope for bitcoin to make new all-time highs any time soon or even just local highs beyond minor rebounds. Over the long term, we will be moving closer to the use value of bitcoin and other coins (if there's any in them in the first place), with the price closer to what it would be if there were no speculation at all.

Please prove me wrong but don't call me vile names at that.

This is actually a very good analysis of the situation. I would merit it but I am barely a Junior Member with zero sMerits..
What's wrong in this analysis is that it is not true that ""everybody knows about Bitcoin"" and even less that ""If they wanted to invest in crypto, they already did so"" - for most of the people buying Bitcoin is still a too complex task to achieve because of the tech. I have personally met so many people who would have liked to invest in Bitcoin but they are technologically impaired and they have no idea how to do that.
There will be other waves of new people joining the party. We will have new ATH, even though this might take a while. But sooner or later, your analysis will be 100% correct."
932;2018-07-06 06:01:33;Pursuer;Legendary;1246;1074;"Quote from: tee-rex on June 23, 2018, 05:36:44 PM
In simple language, everyone already knows about crypto in general and bitcoin specifically.
that is wrong.

Quote
If they wanted to invest in crypto, they already did so. If they didn't, they wouldn't, as simple as it gets.
that is even more wrong.

why? it is simple, a lot of people have not even heard of bitcoin. they may have seen the name, saw some article online, on TV,... but they never even paid attention to it. it was something they passed by. and there are a lot more people who know about it, read the articles,... but they didn't invest in it because they were afraid of its future. for instance instead of reading what bitcoin is they read what Warren Buffet said about bitcoin so they decided not to get involved with bitcoin.

this will change in the future. the same people will start learning more about bitcoin and know how bullshit 99% of the articles about bitcoin that they read were. and the rest who haven't heard about bitcoin will know about it and that way the adoption increases.

Quote
So what does it mean for us all? Essentially, that there is little hope for bitcoin to make new all-time highs any time soon or even just local highs beyond minor rebounds.
even if we assume that no new person is going to adopt bitcoin (which is simply not true) the same investors are still investing more money in it so in a way price will rise even there were no new adoption!

Quote
Over the long term, we will be moving closer to the use value of bitcoin and other coins (if there's any in them in the first place), with the price closer to what it would be if there were no speculation at all.
there are no other coins. there are shitcoins and then there is bitcoin. the value of these shitcoins are never going to be even remotely close to bitcoin's because they are shitcoins!!! and you can never remove speculation, it will always exist as it exists in any other object out there from currencies (fiat) to goods."
933;2018-07-06 08:56:33;tee-rex;Hero Member;700;518;"Replying to all of you guys who are eagerly jumping at my statement about everybody having already heard of bitcoin and having invested in it if they had chosen so. Obviously, it was a hyperbole (pronounced haɪpɜːʳbəli), that is, a deliberate exaggeration for making things easier to understand and more clear to see. Of course, infants and newborns don't know about crypto and can't invest in it. But that's not about them. How many people are investing in anything, not just crypto? Most people are living paycheck-to-paycheck and many are living on debt at that. They simply can't invest in anything due to sheer lack of money. So they are out of consideration for pretty apparent reasons.

Now we are left with those who have money and are willing to invest it in some asset. And I speak of these people exclusively. Metaphorically speaking, it is not about demand, it is about effective demand, in this case it is about people who actually have financial means to invest in bitcoin and friends. Rest assured these people have definitely heard about crypto and already made up their mind whether to invest in it or not."
934;2018-09-12 15:14:24;tanjilrifat;Jr. Member;154;0;If the prices constantly moved favourably.So there is nothing to worry about it.Most of the time whales could be the reason who is manipulating the rates for bitcoin in theory and thus it doesn’t matter if the new investors are coming along the way.
935;2018-09-12 16:27:54;Kprawn;Legendary;1610;1048;"Bitcoin is like a film trilogy, when the first movie is shown, people goes gaga over the movie and they cannot wait for the

next movie in the trilogy. When they show the next movie, some people heard of the movie and they have to see the first

movie to get the story, so there is a new injection of money into the trilogy. Bitcoin is only at it's 2cnd movie phase now and

people are already working on the mini series.    So, when there is a new spike in the price, new people take notice and

we see more people buying Bitcoin again.  "
936;2018-09-12 16:50:54;ghosong;Full Member;331;100;I am sure there are still many people who do not understand clearly about bitcoin and its purpose, but they invest in bitcoin because they follow trends and are tempted by the results without knowing the risks. If prices continue to move, there is nothing to worry about because it can attract new investors to invest in Bitcoin.
937;2018-09-12 17:00:43;Jannn;Hero Member;798;500;Well, by now this gloom will probably have evolved to pure terror when looking at the horrific state of the market. Sometimes I can't believe how much damn money I've lost, but I am still optimistic that one day the utility value of cryptocurrencies will be recognized for its incredible potential and we'll see a dramatic recovery. I can be that will take several years though.
938;2018-09-12 17:05:09;tee-rex;Hero Member;700;518;"Quote from: ghosong on Today at 04:50:54 PM
I am sure there are still many people who do not understand clearly about bitcoin and its purpose, but they invest in bitcoin because they follow trends and are tempted by the results without knowing the risks. If prices continue to move, there is nothing to worry about because it can attract new investors to invest in Bitcoin.

But how many people actually understand clearly what bitcoin is about and what purpose it serves? Many have read the WP written by Satoshi, in part or fully. He says that he wants bitcoin to become a means of payment, and this is how it had been used for the first couple of years even if that use was limited and insignificant. But later it turned into a money-making machine but it doesn't look like it's got a lot closer to its destination point.

People are investing in bitcoin to make profits. Well, at least this is what they hope for, to earn money. But isn't investing about that thing exactly, making profits? In this manner, what does understanding or misunderstanding the true purpose of bitcoin change in the way things are in the cryptoverse?"
939;2018-08-03 20:12:56;ngamuk tok;Jr. Member;112;0;"Analysis : Blockchain, the technology behind Bitcoin, is predicted to be the leading technology in the future, but this technology will become obsolete.

Is it possible that bitcoin will be obsolete in the future?"
940;2018-08-03 20:31:12;delphic;Full Member;196;100;Everything is ever obsolete) But, everything depends on the value! Gold is also quite an ancient value, everyone has become used to it for a long time, but it is still popular now and with nothing comparable, it all began ... I hope bitcoin will also become a kind of technological gold with time.
941;2018-08-03 21:40:24;Maame Esi Sergio;Jr. Member;112;0;From your analysis, then that means if blockchain should become obsolete, then I think bitcoin will follow suite. because blockchain is the technology on which bitcoin was built. If there should come a day when blockchain will be an old system and not in use anymore, then all coins must die. But I strongly doubt this imaginary idea shall come to pass.
942;2018-08-03 22:00:57;agimat;Jr. Member;117;0;"Quote from: delphic on August 03, 2018, 08:31:12 PM
Everything is ever obsolete) But, everything depends on the value! Gold is also quite an ancient value, everyone has become used to it for a long time, but it is still popular now and with nothing comparable, it all began ... I hope bitcoin will also become a kind of technological gold with time.

Whatever words that discribred bitcoin as long said coin is uselful and can help many people around as i think obsolete word is nothing to discribe said bitcoin, the important is the value that can change you life."
943;2018-08-03 22:02:04;banks38;Jr. Member;145;0;Eventually most everything becomes obsolete so yes I believe Bitcoin will one day get there.  I do think it will run the modern day economy eventually though before it gets to the obsolete status. 
944;2018-08-03 22:06:20;CAPTEZECC;Jr. Member;196;0;I see bitcoin as an ancient prophecy coming true in our generation and it is just starting, bitcoin has not fulfilled the reason why it was created because the whole world will accept bitcoin as a global currency so I do not think bitcoin will become obsolete.
945;2018-08-03 22:07:39;theyRmose;Jr. Member;126;0;"Quote from: ngamuk tok on August 03, 2018, 08:12:56 PM
Analysis : Blockchain, the technology behind Bitcoin, is predicted to be the leading technology in the future, but this technology will become obsolete.

Is it possible that bitcoin will be obsolete in the future?
Bitcoin, the digital currency (cryptocurrency) which jumped more than 1,000% last year, is the first user of the blockchain application. This technology eliminates the need for third-party intermediaries such as banks to quickly and safely record transactions between two parties using encryption technology.

Since the development of Bitcoin, hundreds of cryptocurrency and other blockchain projects have emerged. Supporters say blockchain can one day change the world like the internet.

bitcoin is created for the future, there is no reason to say that bitcoin will be obsolete in the future."
946;2018-08-03 22:10:09;vy99;Jr. Member;56;24;"Everything can become obsolete eventually. If by ""future"" you mean 100 years then yes it's likely that Bitcoin might not be around, but if you mean 5 years then I'd say the chances are very slim."
947;2018-08-03 22:12:32;KUSB;Newbie;1;0;Not in our lifetime! Digital Gold!
948;2018-08-03 22:14:43;Osamede;Jr. Member;199;1;"Quote from: ngamuk tok on August 03, 2018, 08:12:56 PM
Analysis : Blockchain, the technology behind Bitcoin, is predicted to be the leading technology in the future, but this technology will become obsolete.

Is it possible that bitcoin will be obsolete in the future?
It is possible  since we are still at the early stage of the blockchain and bitcoin is kind of a primitive coin and not as efficient at the moment to handle huge transaction."
949;2018-08-03 22:16:36;dothebeats;Legendary;1582;1064;"Just a thought, how can one tech be obsolete if it's not being utilized properly in the first place?

We all know that tech will surely be replaced over time by even greater and efficient piece of tech, but seeing bitcoin being used largely as an investment and not a currency, I'm pretty sure it will not get obsolete, not yet. As long as people believe that something has value, they'd still use it and willingly accept it, just like gold for thousands of years. Also, people are now being introduced to cryptocurrency, so perhaps this is just the dusk for bitcoin and its brothers and they still have a long way to go down the road. Hopefully they're utilized as currency and not just another investment vehicle which most people think will bring them riches quickly."
950;2018-08-03 22:23:50;yoshua27;Newbie;28;0;it can be because bitcoin is already well-known, so many more people want to invest to get a quick profit, but the more profit-getting day by investing in bitcoin is even more difficult
951;2018-08-03 22:47:21;feelingfroggy;Jr. Member;204;0;I am sure more advanced technology will emerge and overtake Bitcoin and possibly all of crypto.  I doubt it will happen for some time though.  This technology will most likely have to mature some mature and another technology will spring off that one. 
952;2018-08-03 22:50:39;Siddhartha7;Newbie;22;0;"It will all come down to if Bitcoin can become ""Digital Gold"" indeed. As written by Satoshi, it's only use is actually as a payment system. This is something which every other crypto currency can do, obviously. So it will all depend on how much value people give BTC in the long run. Will other altcoins break free from Bitcoin, ofr example? Will Bitcoin become an asset which is values as the old-timer, or mother of blockchain technology?"
953;2018-08-03 23:02:15;Ayaah;Jr. Member;145;0;"Quote from: ngamuk tok on August 03, 2018, 08:12:56 PM
Analysis : Blockchain, the technology behind Bitcoin, is predicted to be the leading technology in the future, but this technology will become obsolete.

Is it possible that bitcoin will be obsolete in the future?

As of now I can not predict that bitcoin will obsolete because this coin is very popular. And I think if that happened maybe its take more hundreds years to come before it obsolete."
954;2018-08-03 23:04:12;conceivedspoon2;Member;336;10;Till date, bitcoin still trades more than 40% of the entire cryptocurrecies in the entire world. The entire coins trades more that $400b every 24hrs. Its a massive market and its still growing.
955;2018-08-03 23:08:00;lazygin006;Jr. Member;68;0;Everything will eventually become obsolete, it is only a matter of time that technology will be forgotten and Bitcoin is no exception. But we are all hoping bitcoin will stay with us as long as possible.
956;2018-08-03 23:08:50;Slow death;Hero Member;952;598;"Quote from: ngamuk tok on August 03, 2018, 08:12:56 PM
Is it possible that bitcoin will be obsolete in the future?

how would that be possible? there is a large community that contributes to bitcoin growth and contributes to every code being well, so I want to believe that as technology evolves, bitcoin will also keep up with this technological evolution, this is clear to me. there are a lot of people using bitcoin and these people are always going to expect good things coming from bitcoin and the community will contribute to bitcoin growth. I do not see how bitcoin would be obsolete"
957;2018-08-03 23:12:26;renz0;Jr. Member;140;0;Maybe many years from now bitcoin become obsolete or if everybody else will no longer support bitcoin and other cryptos. But for now, bitcoin is still a hot topic around the globe although its value at the moment is not quite good but many people still believe in it's capability to go up higher in the near future.
958;2018-08-03 23:13:25;monkeydominicorobin;Full Member;280;104;"Quote from: ngamuk tok on August 03, 2018, 08:12:56 PM
Analysis : Blockchain, the technology behind Bitcoin, is predicted to be the leading technology in the future, but this technology will become obsolete.

Is it possible that bitcoin will be obsolete in the future?

In the future everything is possible. Bitcoin will be obsolete in the far future but your Fiat currency will be obsolete in a few years time. That prediction is better than the Bitcoin is going to ... scenario."
959;2018-08-03 23:15:19;zolfa;Member;336;11;"why do you say blockchain technology will be obsolete in the future? Are there other technologies that will replace blockchain? or do you think that blockchain will be obsolete because it won't be used by the public as a transaction model?

I think, bitcoin will not be obsolete in the future. blockchain has become a modern transaction model today. blockchain comes to be a solution to change the transaction system to be better, safer, and more transparent, so that there will be no corruption."
960;2018-08-03 23:24:24;squatter;Hero Member;896;594;"Quote from: ngamuk tok on August 03, 2018, 08:12:56 PM
Analysis : Blockchain, the technology behind Bitcoin, is predicted to be the leading technology in the future, but this technology will become obsolete.

Is it possible that bitcoin will be obsolete in the future?

Anything can become obsolete. There are some drawbacks to using Bitcoin -- decentralization = inefficient due to redundancy, and proof-of-work under these incentives consumes lots of energy.

So, if another technology comes along that can eliminate trusted third parties while solving the double-spending problem -- and somehow improve on the above limitations without sacrificing security, usability, etc. -- then it could become obsolete.

But I'm not sure I'd bet on that happening."
961;2018-08-03 23:37:54;kwusu;Jr. Member;80;0;To my knowledge and the function of the nature bitcoin, bitcoin is a digital currency. In one way of the other, bitcoin is a currency. As we all know, currency does not and will not become obsolete so is bitcoin.
962;2018-08-03 23:38:21;Ailmand;Hero Member;756;500;"Quote from: ngamuk tok on August 03, 2018, 08:12:56 PM
Analysis : Blockchain, the technology behind Bitcoin, is predicted to be the leading technology in the future, but this technology will become obsolete.

Is it possible that bitcoin will be obsolete in the future?

I have come to learn that everything in this market, and even if Bitcoin is actually the most powerful coin in the market right now, there's always that possibility for it to die down and lose its value. I think the more coins that are rising up, the more competition it would give Bitcoin, and there would always be some of them that could give it such competition that would give it a run for its money. Well, right now, there's no such coin yet, but if there would be more development and support from developers and the community, then there could certainly be more coins that could rise up near the level or even passed the level of Bitcoin that would make it obsolete."
963;2018-08-03 23:39:42;supremacy10;Jr. Member;68;0;Nope, many businesses are accepting it this days because of it decentralized structure
964;2018-08-03 23:42:03;JayJuanGee;Legendary;1652;1329;"Quote from: ngamuk tok on August 03, 2018, 08:12:56 PM
Analysis : Blockchain, the technology behind Bitcoin, is predicted to be the leading technology in the future, but this technology will become obsolete.

Is it possible that bitcoin will be obsolete in the future?

You are talking nonsense.

First of all, bitcoin and blockchain goes together to create incentives to build and to mine, and accordingly, so far, bitcoin is the only blockchain that matters with any kind of significance including the varying network effects building upon it, and so these various other blockchains are mere imitations that largely serve as testnets for bitcoin.

To the extent any value comes from the various other cryptos or blockchains, then they are going to get absorbed into bitcoin.  So yeah, it is nonsense for you to be attempting to describe bitcoin and blockchain as if they are two separate things, and causes you to come off as some mainstream pundit that is trying to parse out bitcoin and either not understanding bitcoin or just putting out a confusing and misleading informational framework.

Another nonsense angle is for you to be suggesting that the innovation of bitcoin, which is in its budding stages of just getting started to be obsolete at any time in the near future.  What we have here is an innovation that has yet to be seen and developed, so before we start elaborating about its death, let's attempt to figure out where it is going first.  Way too fucking premature to be talking about death, when we hardly have any clue about the extent to which bitcoin is going to get adopted and also the varying systems that are likely to be built upon it.  So, yeah, less than 1% of world adoption makes discussion of birth and development to be much more relevant and timely than discussions about either demise or death."
965;2018-08-03 23:44:48;BitGunner;Member;193;10;To my mind, it will never be obsolete as it is the best currency ever, to my mind it is the leader and it will remain like this for long. To my mind, this will be the best way to make payments and any transactions
966;2018-08-03 23:48:43;torrihuff;Jr. Member;116;0;Over time I assume Bitcoin will become obsolete.  But with this huge head start it has I don't think we will see if for a very long time.  History and people move slowly.  it will take time. 
967;2018-08-03 23:49:55;rodel caling;Full Member;448;101;"Quote from: ngamuk tok on August 03, 2018, 08:12:56 PM
Analysis : Blockchain, the technology behind Bitcoin, is predicted to be the leading technology in the future, but this technology will become obsolete.

Is it possible that bitcoin will be obsolete in the future?


Nope your making panicking in yourself open your eyes the people behind this new digital technology want to improve  and increase how to make sure the stronger stay of bitcoin as new currency using new tech."
968;2018-08-03 23:51:18;Stormyblue;Jr. Member;154;0;"Bitcoin cannot become obsolete. Considering  the attention, popularity, and recognition  it has received  since it creation.  
I believe  it will rather get augmented into the financial  mainstream and cause major changes or a even a revolution."
969;2018-08-03 23:51:27;trigg;Newbie;21;0;"Probably ""some day"" it will, but that won't be any time soon. Eventually everything does. But I highly doubt it will for several decades, or much longer. We are just getting started with this technology."
970;2018-08-03 23:52:17;bungutko;Jr. Member;224;0;I believe that as years goes by, there will be an innovation or an upgrade to be made on this blockchain technology and this will be continuously applied in bitcoin transactions. I believe bitcoin will not become obsolete instead it be more become the most valuable cryptocurrency in the coming years.
971;2018-08-03 23:57:56;Altf4;Member;196;10;There may be possibility that the bitcoin will be obsolete oneday , because the revolution of science and technology always change everyday ,there are many innovation being launched, so there will come a time a mrw dimentions will be introduced in the digital world.
972;2018-08-03 23:59:46;Baimovic;Full Member;350;100;"there is an important reason why bitcoin is obsolete.
1. blockchain will be obsolete if there is another modern technology.
2. blockchain will be obsolete if blockchain is not used as a transaction model.
3. The blockchain will be obsolete if there are no miners.
and now, I see that blockchain is experiencing very good growth every time."
973;2018-08-04 00:03:31;bulantoy12345;Member;215;10;I don't think bitcoin will be obsolete in the future because cryptocurrency is the future currency and bitcoin still the king of cryptocurrency until now. Bitcoin became more popular and the foundation grows stronger, i really believe that bitcoin will stay forever as long as enternet still exist in the future.
974;2018-08-04 00:04:07;telexnetwork;Jr. Member;150;0;I don't think at this stage bitcoin will come obsolete, we are in an era of advancement in the blockchain technology do know how many cryptos currency created everyday? those that may think it will come obsolete are those group who missed the early investment continue your focus on bitcoin progress and development.
